WeatherCondition,PopulationDensity,UrbanActivities,EnergyConsumption,EnergyDistribution,EnergyStorageHealth,DemandResponse
8,774,0.9095255593623296,159,0.7547420952005399,0.18060796366764587,0.4588438585762413
0,335,0.8278703795061738,95,0.7028266156484058,0.3874276696902895,0.07416992138421108
8,227,0.1636418413279237,186,0.9005488645732307,0.5513083011982279,0.4804233546889193
6,602,0.8711703319609725,72,0.6181261796596027,0.18481817919754473,0.26511401337474305
8,299,0.2722475363704713,180,0.3887201411961959,0.2763006587915763,0.2669135616758166
7,642,0.08086974583210604,176,0.7140075581026751,0.3742109945302454,0.9370346070754269
0,601,0.65682230651421,58,0.6190362295586421,0.19721520395966596,0.6902292378493299
7,749,0.6538046593843306,102,0.6166141928006347,0.9987635654445128,0.9294800924461317
7,591,0.09493200956561809,97,0.8498377570282212,0.8047132846936601,0.5756898650084937
2,120,0.3188518089365824,172,0.9104685387469529,0.8109366172445436,0.907172314032762
0,333,0.9928144622555386,131,0.18024166442168732,0.568863856595205,0.8374281209186638
7,813,0.6784266670087369,158,0.3140502242172555,0.9613246201843493,0.9978431278835799
2,890,0.7300751666033292,56,0.6503057009675414,0.7322006580416567,0.5031035028778937
2,742,0.21291728560430567,148,0.5572212337096225,0.330878633492534,0.6961261239268957
0,515,0.07878207100391432,80,0.6523261694994593,0.6105266599139181,0.16066914875536953
4,247,0.27690168974093765,151,0.43301459932718855,0.5437000467109752,0.9394920568741102
9,128,0.24889838519319196,105,0.4124390137160495,0.5802888236446817,0.3987475433050953
6,460,0.2345441007480531,148,0.11765390525973429,0.8177266725096708,0.9166334223689396
9,407,0.19275432188703956,54,0.6236482401045308,0.5095618640651922,0.10071262217707211
8,982,0.5747556906554043,79,0.17578565256496081,0.7286405022379931,0.5152544883577505
6,261,0.32810347584182176,71,0.671021595637972,0.25059678033160293,0.0014004645625034229
8,968,0.8203450150475304,194,0.9670722432299811,0.9320619452480764,0.4160183284122202
7,951,0.183947417847384,187,0.25641282747629546,0.0863821593871329,0.08318385376230064
1,160,0.4646270708685445,76,0.14215230534960477,0.9935799119466721,0.4491796530107097
0,224,0.013657836426079983,176,0.02417524528093362,0.6326731082933291,0.5557948060791845
6,555,0.48168232245519205,184,0.3788271863453391,0.4699514686110262,0.8522715685919466
6,170,0.05583822087647439,72,0.21461105885689324,0.31078213127553844,0.29543246940472245
7,937,0.9777235118726436,124,0.49185942314393605,0.40514188589557554,0.5668085015525931
4,975,0.7905921286504128,166,0.5243060279927505,0.7824232995004567,0.06645681588163532
2,565,0.4901114766364554,185,0.3493277443771017,0.1394329629969535,0.9135049557456288
7,342,0.08658735817935026,57,0.7499062222781426,0.2526851394609687,0.451730757856715
5,589,0.5924454407904143,150,0.9048066707122159,0.12372737484735241,0.25259002912574524
2,860,0.7587637507018775,54,0.21152309779327405,0.4266545195331637,0.46323084981367335
0,320,0.1907172530047453,135,0.8362977734061264,0.38722268641526436,0.48150599337372224
2,572,0.5682083407874908,179,0.13118789975537815,0.6487849034921995,0.7432963855825995
4,632,0.814210898382868,61,0.22870218454349733,0.9957159148154172,0.9745740523164761
2,593,0.7682477776463164,96,0.5614156862337853,0.8923592695622786,0.18614317257742763
0,998,0.8029920178671529,75,0.3065814887556104,0.8803776923100214,0.05449344897964448
4,181,0.8793234248697198,151,0.04171079058884597,0.6457081758070837,0.655707247358378
9,955,0.9376821021594702,169,0.2948721417097855,0.2706082963271853,0.884578423727053
6,978,0.40552115520353593,119,0.9048701885969027,0.38408565972062536,0.5650416553152452
6,621,0.5687691025228773,51,0.17422316192182108,0.2501221302665275,0.07986997485324654
8,111,0.7906595260456108,75,0.763750879842776,0.13508400997230496,0.42177489549562386
9,362,0.6971398139457832,63,0.7222820060044813,0.4360312452908891,0.654732765971922
9,756,0.9955202282643788,131,0.10622481606424206,0.8975350521706633,0.3280476766618067
2,548,0.01367765110464414,151,0.3294429645838667,0.7438411005815054,0.8449069619958315
6,291,0.3551332153157907,81,0.18935628913870994,0.9848378959075151,0.22469358813072193
0,861,0.28102792627020245,111,0.02315018119327117,0.19481714005073525,0.3644946924019121
3,213,0.2623158501655346,164,0.17304067523589628,0.5005440558468981,0.9164325338906476
3,125,0.22252978249888578,79,0.201577941633729,0.7930460987215647,0.5735497904612832
4,882,0.7091238408152291,190,0.1659802473044284,0.46046119689227805,0.0062350350563640244
6,598,0.08475947327532185,80,0.09109720943732036,0.3550543791690458,0.2440213324360071
6,607,0.7416088339433383,86,0.5263051322213006,0.8158868140572012,0.7533161939498594
3,644,0.6934258420162734,151,0.32263904170280644,0.4303080431957297,0.052048204821794286
6,161,0.2508041325008964,177,0.9082493614081195,0.9129674021579113,0.9930561093681152
2,328,0.25283378316516125,135,0.18721346801943717,0.268401399773314,0.8979059703780706
5,914,0.6288605853445022,108,0.6028626300964461,0.8964537546086396,0.22382681614095234
1,706,0.7621711054836778,77,0.9006203842656424,0.27846084110071445,0.8955048338621379
9,134,0.8764856130873655,171,0.04718965106588291,0.2895643132740877,0.6994735417979406
8,804,0.8521395638544758,110,0.5162774709389732,0.42058427179077695,0.4253508053763715
4,555,0.9648829941638531,196,0.45066881253118707,0.5158118555915495,0.19611748840435506
5,687,0.5813848953365112,65,0.928778608077409,0.41822508960164373,0.20021142797868796
3,990,0.9086555613403596,118,0.6637647728743618,0.8621490902540431,0.5940743772834961
9,601,0.8085132732604108,93,0.3491614099520438,0.7955690911614499,0.4160612931907074
6,860,0.8946676243140136,162,0.7115212185081488,0.30986348310639145,0.5952058425553481
8,694,0.011626601285366633,187,0.5826540207138508,0.511519883747264,0.33025555730993006
6,124,0.965902991865811,68,0.3471698980348046,0.43102988307527756,0.23007451650790134
0,668,0.4735301628464783,133,0.7852486778353881,0.05607032326238015,0.8365556257520524
0,131,0.7981829895748429,142,0.6681697598063643,0.7481469647833355,0.9200435489069776
8,930,0.12720411933778086,190,0.005416298342469705,0.18166661210387935,0.7052572061870195
8,111,0.3959410958139741,193,0.8651346060109877,0.9341417253435943,0.16158888374596359
3,418,0.2714606630209909,149,0.39709188222113034,0.39777839987872887,0.09231042021039904
8,944,0.291658770500937,88,0.6454476005873211,0.622257990203616,0.5390836985376082
2,703,0.12325561995088175,116,0.3967683209719184,0.8182993399803841,0.5503521966858516
6,100,0.805763832543007,122,0.8813620442339002,0.18029673331756135,0.639241629649489
5,534,0.00924231458107816,99,0.6508354461890161,0.5411363517300267,0.9061754210333614
7,937,0.3125054569852025,102,0.5793862091002897,0.23741979426362547,0.6467938459502705
8,235,0.17441054321641503,95,0.9802647501025478,0.5096707524007738,0.9161464494473319
4,295,0.5890389406083405,101,0.280640520060651,0.5794360167598911,0.1176974743002005
0,232,0.25425240261454385,173,0.06525429061162447,0.16914109990719028,0.7092475284177444
2,185,0.25899845452809966,54,0.5160104329061445,0.5808185777322342,0.9274412910430431
9,575,0.4883381439953187,123,0.4240178338159395,0.45490800592878233,0.4628057784331988
7,906,0.6526890393409257,144,0.45429004907704507,0.5219996420960645,0.9675203201328515
5,890,0.12130470456516362,124,0.6201048382857344,0.9049670187208464,0.552513251385404
7,423,0.17551145246549615,165,0.6151216366038392,0.483803128764863,0.9429741547761639
8,279,0.2471747445945176,179,0.392264293331531,0.4761485385889165,0.748518214089641
3,615,0.9737482141179605,117,0.8628770239625547,0.4703986080842383,0.4577609657246955
0,737,0.39715249994292035,129,0.6514585094871655,0.6231052847975022,0.034291401980733216
0,274,0.5989900906310265,154,0.8899116791086679,0.36751731537451926,0.6573917430522427
9,862,0.24154281271597788,118,0.9131539051024458,0.8013600963599498,0.25427861051043765
3,120,0.4904595251574879,191,0.16731207586085428,0.2860501133139163,0.2886552330681671
6,204,0.07411917438595805,192,0.6805618738910603,0.2995462007689744,0.019783972810988648
1,677,0.03474214592232694,183,0.31751186383764274,0.5887502394957582,0.557652450827731
2,542,0.4687335268214602,65,0.8364290545484792,0.2598893477412433,0.289294361208693
0,874,0.39865928751841206,136,0.7328515796555052,0.08994619640338808,0.9823884301412452
4,148,0.13688031969182768,173,0.19874768752585303,0.2055855399572819,0.749007676774483
0,627,0.6876014289207337,189,0.9387307665032205,0.9136573776743578,0.3574872794875098
7,244,0.9929034908992644,90,0.6834790069924235,0.010700590070485405,0.29444860015654717
0,439,0.39564682119671246,168,0.9486331032375814,0.13346138488702108,0.7149732675784257
0,861,0.6245586359173945,68,0.20191117219340848,0.7580396351217694,0.25420780745639127
1,954,0.9629759423644857,125,0.869705094398634,0.9798608413992361,0.44800585765978573
1,453,0.8315349724468752,158,0.6680728204156353,0.6881852955024211,0.16038533370528452
5,174,0.46355222330268575,168,0.5522865937826461,0.9223344868268032,0.254108324489392
6,901,0.7374894844599194,162,0.8205128998610388,0.8552357567109635,0.09838530962139291
4,893,0.12813504025052402,51,0.6328638868457098,0.47997015193966397,0.42714784503232095
0,677,0.5121038554637992,69,0.6696001605521047,0.33352324535785516,0.9267828681876894
0,736,0.27906027717993653,168,0.2536705842560909,0.6322378637099175,0.10086025258963693
2,418,0.1611636878961611,144,0.8170536886312914,0.5335534109540218,0.437330654340795
1,186,0.42628090625453485,186,0.6503027023273146,0.025829319644252724,0.29832252606239285
4,652,0.13101455443361443,70,0.8443891787008013,0.957297170082506,0.3629639474777625
9,797,0.6989851081744856,57,0.3515269655433837,0.570247365473678,0.7714858236487694
5,965,0.4562400440533355,78,0.33171012240572295,0.8744917916776692,0.43504315208652056
6,991,0.5311446325646638,84,0.023902964598464194,0.7346301710043245,0.6503932919261056
3,946,0.146375938668157,87,0.7686053267945152,0.34083299336553985,0.9721974489102855
6,877,0.13977166109349448,139,0.33031438709175165,0.9011579922010882,0.6164607725442521
7,882,0.5834154352601241,117,0.32721230970582693,0.790422353104785,0.3373887659955068
0,141,0.9850097478294463,180,0.6886845154747696,0.4297916269038856,0.39765570010170737
5,192,0.09625058323772562,158,0.2528689767727943,0.8404782480032221,0.6959091038415357
7,796,0.28573142856578126,160,0.9090204865991361,0.2715523326902166,0.6943340904661148
4,826,0.8694591165378875,61,0.5380659912552167,0.6706834788251356,0.3681028537546961
3,606,0.07227201225523694,81,0.9694772360453631,0.11458174823433542,0.7244675184128421
1,628,0.8758857213669513,112,0.07666884458945422,0.8657677354136453,0.5505758533599379
5,364,0.5242859833747512,92,0.3368253676457029,0.7294326669478932,0.9804203788323202
5,725,0.40826677392642585,156,0.3814703434143959,0.15256783126098772,0.9080910781893582
0,391,0.30968056435145586,87,0.7304207200805798,0.021334605262232187,0.8238530883947294
8,563,0.2971171581278419,78,0.21296225793061374,0.3898678748629223,0.03433444471982827
5,903,0.3058025824494788,104,0.3753458533825711,0.6752725906440121,0.3804345874930011
2,659,0.8848030809601958,101,0.9106425439575917,0.28314740650603576,0.5732911736027003
3,918,0.7237952301747855,164,0.11455088368902899,0.9732551879806612,0.5216162077274306
3,196,0.6697230078311506,68,0.745324000658666,0.9346813882119769,0.7635656873920876
2,986,0.7987491489520008,84,0.7024851116274694,0.5979404645209399,0.9090838367924085
9,194,0.257114663004145,97,0.13050507659410904,0.31559907258672737,0.7871429521846581
2,425,0.6180428120817557,159,0.6884906873685755,0.8962692518557557,0.22020109787312792
2,173,0.46006623895795096,80,0.5697837893089097,0.8034708407628641,0.48561217884262986
3,435,0.7824416352001934,52,0.2875223371440848,0.08615435272913508,0.39361160977529386
6,167,0.3092561104732855,137,0.3111411950525529,0.4763228296261406,0.7662006327578452
3,857,0.6431786168698957,101,0.8329922753357623,0.9812148952087303,0.8951240226434471
8,176,0.8822124118173135,120,0.23101498626622174,0.45390537425806665,0.28682775848064856
0,307,0.4021504761949287,100,0.5127805294276744,0.9329084699335033,0.48890984557122885
7,983,0.06662208736746145,105,0.6811497373031968,0.9772893436293565,0.7319184189935188
6,865,0.5160508223417928,148,0.12990169433685417,0.38735924798466526,0.049952971264538126
1,320,0.34597248780702594,70,0.9323538712163144,0.9645584770442285,0.9630718703404257
7,361,0.672225380547175,178,0.2606343150283855,0.1379405366243469,0.7999639526393771
0,509,0.9510329247486061,157,0.31883492300321814,0.16011944451593585,0.5427664439503653
8,430,0.485608317996847,102,0.6661157381092574,0.2765434095807391,0.7786504917281257
8,443,0.46619023015553385,55,0.07819164713613347,0.4675561867374619,0.8363579799981059
1,870,0.6545848001914603,131,0.6276126899186166,0.18102477525410754,0.4938353159013803
6,919,0.10349750359356769,128,0.9160299601857504,0.34017770351094767,0.4400716813910367
9,173,0.25350618892501464,96,0.24909055530142477,0.10365310560020113,0.8377034709768433
2,736,0.9189793255003985,145,0.3619077267846027,0.4300081129032911,0.8596719948230013
6,799,0.6699426133637663,155,0.23233395752125774,0.8274784840849081,0.12362752560390067
9,353,0.013444043983416254,131,0.818768748912934,0.5950535381289969,0.9078420872025322
8,932,0.20462547255901986,80,0.16760782350446635,0.81015913252939,0.27679397029730757
3,919,0.682837266028899,192,0.34662823543585697,0.13571269526494545,0.6671673963623534
0,846,0.7643992025625742,107,0.6010218214251366,0.3994357902387554,0.7093104487787327
1,861,0.8398595726740419,72,0.4045544326659992,0.03932320942584899,0.27972362916675797
0,431,0.2921768033820449,90,0.06546931450707805,0.3699790467431755,0.3041760770056594
4,497,0.9310285962775626,64,0.9477206676150927,0.6144977357425403,0.7063006695188325
4,444,0.5529468935778924,136,0.33790044175856637,0.5688692036811799,0.17507598213559017
6,683,0.6965390223878929,52,0.4456512127647778,0.06032271117801413,0.8584133355685996
8,846,0.596738862779908,50,0.16754533520336579,0.062059450627749535,0.2228954150894179
8,935,0.12274005467462046,124,0.8653502390459232,0.30506747779293264,0.35117245872897906
2,767,0.9631146593848798,188,0.29142878786461157,0.7713991697960549,0.2666584375987766
2,554,0.12287557989415265,125,0.01982304339946228,0.02057674101026674,0.24529788888217308
2,214,0.2548819564111836,53,0.3164025825879171,0.6159272548355914,0.978866236773735
3,412,0.8136278802229802,74,0.984059684532896,0.18370172923179373,0.25332447186290097
7,327,0.6185969615011014,143,0.1468428728149952,0.9443162424204415,0.5783290338279721
5,933,0.838149165376357,145,0.031202487988527428,0.43021537878304106,0.7453813910753722
7,957,0.5157361883740449,157,0.5781755902289827,0.047883920655151235,0.04197448312825802
0,344,0.37699323536663487,148,0.3716665464675081,0.7136384803174242,0.8815719859434583
7,917,0.9218454995477849,144,0.7949752992104515,0.4846094383736006,0.15288913715116004
3,625,0.03625231751479485,149,0.7318877638587253,0.8812403788732077,0.5880657671438793
0,627,0.8561302203530459,140,0.18541902809982658,0.6518251066916032,0.6411281202861482
7,526,0.23081778518778162,93,0.5646323051550998,0.6925256612422903,0.6295658396270535
3,141,0.8487363277539678,177,0.03243600745608488,0.7672598575312348,0.7334461201125781
5,564,0.1391966134168856,72,0.439478228134477,0.4203543747216215,0.9312375579434192
7,721,0.5802189636905405,72,0.7140532219683575,0.7925471905182385,0.9268880339522791
3,377,0.888107919011472,104,0.4149587920877701,0.05062297008631578,0.5780779936470901
2,935,0.4735396468988905,126,0.11795414782016089,0.7655274047166163,0.3699187480556668
8,118,0.7465666738033929,112,0.06153358698935407,0.6363078373382847,0.32150462609424835
2,165,0.8046716178555584,152,0.8536594497811767,0.566665041201512,0.8866872271752957
8,266,0.7364942087167792,109,0.8913269599491134,0.3181506192306164,0.8531286753562762
1,684,0.9253297368745983,129,0.3430924812177998,0.11411260843123205,0.2958219164908992
1,502,0.44683423051992865,144,0.16417232463075293,0.6472008173261434,0.15234979109261526
1,921,0.17312543916515577,118,0.9786162131242211,0.4716709337994133,0.8611421191476393
5,508,0.047811063702479784,163,0.5458638036012106,0.21784485425265943,0.6083491673380477
2,211,0.2464598696375051,153,0.47665504371582457,0.04336669271308269,0.31313888509078025
8,373,0.1431975038802421,157,0.7416077473932791,0.538765167431998,0.6106488491277356
3,506,0.5579487414344805,138,0.16886933942136162,0.1262963019825576,0.0661968222966196
0,472,0.184945337211732,70,0.5799897234039109,0.9294193867830629,0.19013675599252522
3,696,0.03893370728937118,180,0.8901623564075889,0.15063185849267247,0.5457881024283439
0,750,0.03598982886866786,59,0.023068485937858596,0.03202539614054678,0.5391683267747536
4,138,0.8315694983648616,136,0.6729397068520986,0.262047514032945,0.2466684390837638
3,204,0.5914499314430248,140,0.5514239557514055,0.17495661302648646,0.9820885701999348
7,423,0.35808530189337817,186,0.950800784474451,0.7912382250997723,0.41243660134721183
7,892,0.8942280427402469,172,0.2586985099222139,0.28934260625453945,0.7085381074108912
6,513,0.0701966114077136,53,0.8588916419263729,0.24524055717339288,0.25845683303313327
2,528,0.9803220727278259,139,0.3089857018832849,0.9948084082117468,0.42447737491971294
0,734,0.616291790254461,145,0.4298635760629078,0.15006179120488494,0.8312225817387493
0,829,0.18346425396884847,78,0.21328756476449506,0.08499853758457698,0.848597415872661
2,988,0.6790690989769685,135,0.8635910157855093,0.30562410584915334,0.1352594240893945
5,160,0.7633812597835626,96,0.19540966065360987,0.40509032296257186,0.35466996908423354
6,711,0.4293427833707745,126,0.8590129932645455,0.760424177643995,0.20315043796246235
5,406,0.8616326062455474,136,0.4556133825705476,0.9554439187215406,0.8902684382922359
5,453,0.1507324072964703,80,0.8350854938168207,0.7636771381981914,0.7538613635010517
5,492,0.27883758357760835,100,0.264488559109865,0.7266384699667362,0.5633110601519623
2,303,0.09349236158398977,85,0.13273014137120653,0.9914479037290415,0.6500840606196955
5,357,0.21087784060735215,144,0.5549612649599018,0.7653637390668336,0.9141547886574375
7,585,0.23872881191114503,64,0.5094370670557166,0.13953318442085505,0.30327547689195444
1,616,0.9176331909217101,127,0.3566073780035326,0.46152973824139976,0.01367500664025223
4,545,0.0781096887511562,89,0.6628214185384144,0.5035046199957088,0.026355337639901166
0,808,0.42741512018770944,94,0.09514282875751157,0.3048103196942016,0.04668730478738292
0,279,0.532398687226913,139,0.6220010749151295,0.16427542551788155,0.1284809115908334
4,441,0.8986930538021608,105,0.21175609350023694,0.7117405276279182,0.5708742553641334
2,232,0.9976962186612135,103,0.12895455602129713,0.27749465756517044,0.9810864949916638
3,542,0.7533881149198358,134,0.9096081801253559,0.6246549341689714,0.4199173458319174
2,935,0.9707909905690295,58,0.4597957611538346,0.32258974250719175,0.7124165030916821
0,352,0.7871011325358738,167,0.7634168715880244,0.5062363306099219,0.7921771305886218
0,364,0.9632026409714166,114,0.08911692844851715,0.3370528034043915,0.8013970295203147
4,192,0.7072707259444552,157,0.05746487800608335,0.411758481765663,0.4432962464479838
5,761,0.07976342545107107,178,0.49485221292106485,0.7320665195251462,0.549945992075782
2,510,0.4019201869926765,190,0.3155511515451308,0.8838249068279047,0.328753927588482
8,237,0.6465972838024704,87,0.00490729250948263,0.5087457298166835,0.6878610129764419
4,307,0.350718509454251,154,0.18329464489886693,0.6102510617319219,0.38286746525917004
7,736,0.2733839181137786,89,0.21877551549045793,0.8644098246801419,0.31106357916081917
0,845,0.577399267133091,192,0.28850635453109386,0.14322240108958484,0.6273031536308901
4,672,0.9335018767024349,179,0.8775355770433512,0.1621979837538151,0.3412554364502187
2,406,0.03498187351615356,124,0.42060253113196866,0.35923695425490654,0.40799940671634916
0,365,0.7692312035414377,82,0.6794323904770867,0.3090682806348396,0.7108736605855395
3,745,0.7227272780446271,134,0.01839609266153297,0.9863736962769976,0.8533345072639349
4,417,0.9639534253882871,108,0.8139256778828677,0.5640919749818121,0.43480162119615917
6,212,0.9307112223325436,144,0.24032894419641726,0.523906627959043,0.5222000088738061
0,477,0.7622325620441929,75,0.3090393289104346,0.5787186397699595,0.7463825061350093
2,553,0.5204087646825987,152,0.04525643198703855,0.8751543752018577,0.2249483608583902
1,290,0.20426755323351986,70,0.4096929059736154,0.24354776883027673,0.41500573913863803
8,990,0.5452357183255744,129,0.8525767727400451,0.5109672790432325,0.8114570156567471
9,539,0.7653519939196538,120,0.37873425812028916,0.27096319279557457,0.894483072072984
5,286,0.8956692126378931,115,0.9086052707563924,0.7805763109689263,0.6449045583903997
9,930,0.7897120092105491,86,0.8674476031926819,0.777115254902913,0.393395380124134
2,466,0.19526693519105398,63,0.061960942994325974,0.9574297186143546,0.6059227359285027
7,188,0.5996863142280594,157,0.30527194378181266,0.44682205984661805,0.17884198994610034
7,286,0.332173459531357,184,0.9104173075174606,0.15865105202754537,0.029295813063263787
1,918,0.009205667390642991,199,0.02980894247466981,0.8964108914420844,0.0746152430632876
5,231,0.20022093578866607,130,0.7658082846087595,0.8906026179691131,0.10817241825052626
6,971,0.11322064993344927,129,0.906427979151267,0.23466954027669662,0.22565949673066144
1,734,0.8427191235394685,152,0.7704913983358268,0.27626981655099636,0.46172570960341863
9,659,0.258506252147812,84,0.7438143170059077,0.3134141072413519,0.23230840688648624
1,899,0.2846979688875555,151,0.8433557756171498,0.45175007433925973,0.5850318121254459
9,475,0.9599365717988843,180,0.6657895610320113,0.8290431823791801,0.9982998284728859
0,790,0.37908672304885216,167,0.4230961887829716,0.14436989053491067,0.4981810944953581
7,791,0.009585640144394558,144,0.06275555133505517,0.7003909340653567,0.756855354566803
0,198,0.28384614834613653,104,0.7879674450144459,0.3528002185515472,0.29240155739557105
8,941,0.11929958060181245,58,0.9052536390408915,0.19566315891338892,0.9628797364597721
5,133,0.10280856173585395,118,0.5115864615532002,0.3384384700071623,0.24910547559219676
6,681,0.07748729013574951,77,0.53251047445579,0.5332759414200744,0.5966310034224331
